TaID,SiteID,GroupID,Sex,Birth_Year,Death_Year
Lauren,Old_North_End_Cemetery,10,F,1907,1909
Lauren,Old_North_End_Cemetery,10,M,1879,1964
Lauren,Old_North_End_Cemetery,10,F,1878,1951
Lauren,Old_North_End_Cemetery,10,M,1907,1947
Lauren,Old_North_End_Cemetery,10,F,1906,1996
Lauren,Old_North_End_Cemetery,10,F,1879,1968
Lauren,Old_North_End_Cemetery,10,M,1912,1956
Lauren,Old_North_End_Cemetery,11,M,1809,1882
Lauren,Old_North_End_Cemetery,11,F,1853,1862
Lauren,Old_North_End_Cemetery,11,F,1827,1894
Lauren,Old_North_End_Cemetery,11,F,1829,1849
Lauren,Old_North_End_Cemetery,11,M,1827,1895
Lauren,Old_North_End_Cemetery,11,M,1810,1881
Lauren,Old_North_End_Cemetery,11,F,1849,1872
Lauren,Old_North_End_Cemetery,11,F,1810,1898
Lauren,Old_North_End_Cemetery,11,M,1812,1884
Lauren,Old_North_End_Cemetery,11,F,1801,1849
Lauren,Old_North_End_Cemetery,11,M,1885,1895
Lauren,Old_North_End_Cemetery,11,F,1862,1899
Lauren,Old_North_End_Cemetery,11,F,1865,1893
Lauren,Old_North_End_Cemetery,11,M,1825,1893
Lauren,Old_North_End_Cemetery,11,F,1834,1893
Lauren,Old_North_End_Cemetery,11,F,1859,1898
Lauren,Old_North_End_Cemetery,11,F,1840,1878
Lauren,Old_North_End_Cemetery,11,M,1838,1884
Lauren,Old_North_End_Cemetery,11,M,1807,1872
Lauren,Old_North_End_Cemetery,11,F,1812,1857
Lauren,Old_North_End_Cemetery,11,M,1804,1860
Lauren,Old_North_End_Cemetery,11,F,1811,1868
Lauren,Old_North_End_Cemetery,11,F,1835,1857
Lauren,Old_North_End_Cemetery,11,F,1833,1887
Lauren,Old_North_End_Cemetery,11,M,1810,1858
Lauren,Old_North_End_Cemetery,11,M,1954,1956
Lauren,Old_North_End_Cemetery,11,M,1909,1978
Lauren,Old_North_End_Cemetery,11,F,1914,1993
Lauren,Old_North_End_Cemetery,11,M,1916,1960
Lauren,Old_North_End_Cemetery,11,M,1918,1998
Lauren,Old_North_End_Cemetery,11,M,1926,1980
Lauren,Old_North_End_Cemetery,11,M,1906,1969
Lauren,Old_North_End_Cemetery,11,F,1901,1973
Lauren,Old_North_End_Cemetery,11,F,1902,1969
Lauren,Old_North_End_Cemetery,11,M,1922,1957
Lauren,Old_North_End_Cemetery,11,F,1918,1991
Lauren,Old_North_End_Cemetery,11,M,1914,1980
Lauren,Old_North_End_Cemetery,11,M,1935,1941
Lauren,Old_North_End_Cemetery,11,F,1914,1920
Lauren,Old_North_End_Cemetery,11,F,1920,1956
Lauren,Old_North_End_Cemetery,11,F,1904,1937
Lauren,Old_North_End_Cemetery,11,F,1912,1997
Lauren,Old_North_End_Cemetery,11,M,1919,1978
Lauren,Old_North_End_Cemetery,11,F,1916,1971
Lauren,Old_North_End_Cemetery,11,M,1915,1986
Lauren,Old_North_End_Cemetery,11,M,1919,1986
Lauren,Old_North_End_Cemetery,11,F,1909,1981
Lauren,Old_North_End_Cemetery,11,M,1925,1986
Lauren,Old_North_End_Cemetery,11,F,1917,1977
Lauren,Old_North_End_Cemetery,11,M,1921,1956
